probability,auc,brier,log_loss,mean_pd,observed_bad_rate
raw_scorecard_pd,0.8481070822404266,0.051005529553006766,0.18609917340479293,0.06728542720737886,0.06685333333333333
platt_calibrated_pd,0.8481070822404266,0.05100561922464768,0.18609909814684186,0.06727478987784105,0.06685333333333333
